Wed, 07 Sep 2016 23:14:59:Insert_mysql_Efforttime.py[line:29] INFO Connect Redis OK!
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22333739', u'2016-09-02 11:36:43', u'oe-zhanglianhui-china', 100, u'2016-09-07 22:38:27']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045738', u'2016-08-26 00:52:40', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:43:38']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045738', u'2016-08-25 22:24:40', u'oe-guofei-china', 15, u'2016-09-07 22:43:38']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045738', u'2016-08-25 15:00:14', u'oe-fansongchen-china', 25, u'2016-09-07 22:43:38']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045738', u'2016-08-25 08:08:25', u'oe-lichuangcheng-china', 45, u'2016-09-07 22:43:38']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045738', u'2016-08-25 06:59:31', u'oe-yanghongsheng-china', 30, u'2016-09-07 22:43:38']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045738', u'2016-08-25 00:55:51', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:43:38']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045738', u'2016-08-24 18:06:40', u'oe-guofei-china', 70, u'2016-09-07 22:43:38']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045738', u'2016-08-24 15:49:40', u'oe-yuezhao-china', 50, u'2016-09-07 22:43:38']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045738', u'2016-08-24 13:08:44', u'oe-zhanglianhui-china', 30, u'2016-09-07 22:43:38']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045141', u'2016-08-30 11:06:21', u'oe-yanghongsheng-china', 20, u'2016-09-07 22:43:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045141', u'2016-08-29 08:17:21', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:43:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045141', u'2016-08-28 16:42:17', u'oe-luowei-china', 15, u'2016-09-07 22:43:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045141', u'2016-08-27 00:40:48', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:43:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045141', u'2016-08-26 00:50:38', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:43:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045141', u'2016-08-25 09:02:46', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:43:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045141', u'2016-08-25 08:09:10', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:43:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045141', u'2016-08-25 00:54:34', u'oe-yanghongsheng-china', 20, u'2016-09-07 22:43:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045141', u'2016-08-24 18:07:26', u'oe-guofei-china', 20, u'2016-09-07 22:43:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045141', u'2016-08-24 15:53:47', u'oe-zhanglianhui-china', 90, u'2016-09-07 22:43:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045141', u'2016-08-24 11:58:46', u'oe-zhanglianhui-china', 30, u'2016-09-07 22:43:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045031', u'2016-08-25 08:45:41', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:44:18']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045031', u'2016-08-25 08:10:21', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:44:18']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045031', u'2016-08-25 00:47:18', u'oe-yanghongsheng-china', 20, u'2016-09-07 22:44:18']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045031', u'2016-08-24 18:08:26', u'oe-guofei-china', 20, u'2016-09-07 22:44:18']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045031', u'2016-08-24 16:50:22', u'oe-zhangyuan-china', 10, u'2016-09-07 22:44:18']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045031', u'2016-08-24 16:43:51', u'oe-zhangyuan-china', 20, u'2016-09-07 22:44:18']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045031', u'2016-08-24 11:59:25', u'oe-zhanglianhui-china', 40, u'2016-09-07 22:44:18']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22044999', u'2016-08-24 13:56:55', u'oe-yangwenting-china', 80, u'2016-09-07 22:44:25']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22043888', u'2016-09-01 09:41:25', u'oe-zhanglianhui-china', 30, u'2016-09-07 22:44:25']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22043888', u'2016-09-01 08:59:03', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:44:25']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22043888', u'2016-08-31 08:14:32', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:44:25']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22043888', u'2016-08-30 22:03:48', u'oe-JiangShiXun-china', 30, u'2016-09-07 22:44:25']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22043888', u'2016-08-29 08:14:48', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:44:25']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22043888', u'2016-08-28 16:40:07', u'oe-luowei-china', 15, u'2016-09-07 22:44:25']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22043888', u'2016-08-27 00:39:09', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:44:25']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22043888', u'2016-08-26 09:49:23', u'oe-fansongchen-china', 5, u'2016-09-07 22:44:25']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22043888', u'2016-08-26 00:47:41', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:44:25']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22043888', u'2016-08-25 08:12:29', u'oe-lichuangcheng-china', 35, u'2016-09-07 22:44:25']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22043888', u'2016-08-25 00:43:11', u'oe-yanghongsheng-china', 10, u'2016-09-07 22:44:25']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22043888', u'2016-08-24 16:34:08', u'oe-JiangShiXun-china', 10, u'2016-09-07 22:44:25']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22043888', u'2016-08-24 15:19:41', u'oe-yuezhao-china', 300, u'2016-09-07 22:44:25']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22023161', u'2016-08-26 09:31:36', u'oe-QuanZhiYang-china', 30, u'2016-09-07 22:44:26']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22023161', u'2016-08-25 22:07:27', u'oe-JiangShiXun-china', 15, u'2016-09-07 22:44:26']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22023161', u'2016-08-25 08:13:12', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:44:26']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22023161', u'2016-08-25 00:41:46', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:44:26']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22023161', u'2016-08-24 23:31:20', u'oe-guofei-china', 60, u'2016-09-07 22:44:26']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22023161', u'2016-08-24 21:33:00', u'oe-JiangShiXun-china', 20, u'2016-09-07 22:44:26']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22023161', u'2016-08-24 18:02:44', u'oe-JiangShiXun-china', 30, u'2016-09-07 22:44:26']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22023161', u'2016-08-24 13:25:35', u'oe-QuanZhiYang-china', 130, u'2016-09-07 22:44:26']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22023161', u'2016-08-24 10:11:39', u'oe-QuanZhiYang-china', 20, u'2016-09-07 22:44:26']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22023161', u'2016-08-24 08:16:09', u'oe-luowei-china', 70, u'2016-09-07 22:44:26']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22023161', u'2016-08-24 02:15:49', u'oe-luowei-china', 40, u'2016-09-07 22:44:26']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22023161', u'2016-08-24 01:29:12', u'oe-fansongchen-china', 20, u'2016-09-07 22:44:26']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22023161', u'2016-08-24 00:32:47', u'oe-fansongchen-china', 20, u'2016-09-07 22:44:26']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22023161', u'2016-08-24 00:02:27', u'oe-lichuangcheng-china', 200, u'2016-09-07 22:44:26']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22023161', u'2016-08-24 00:01:00', u'oe-zhangyuan-china', 200, u'2016-09-07 22:44:26']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-30 11:11:59', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-29 17:48:51', u'oe-luowei-china', 20, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-29 08:13:09', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-28 16:34:25', u'oe-luowei-china', 20, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-27 00:37:00', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-26 10:45:05', u'oe-fansongchen-china', 100, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-26 00:46:42', u'oe-yanghongsheng-china', 10, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-25 20:38:55', u'oe-zhangyuan-china', 230, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-25 20:33:14', u'oe-JiangShiXun-china', 40, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-25 16:04:34', u'oe-yuezhao-china', 180, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-25 15:04:01', u'oe-lichuangcheng-china', 60, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-25 09:39:06', u'oe-yuezhao-china', 90, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-25 07:41:04', u'oe-luowei-china', 20, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-25 07:40:23', u'oe-luowei-china', 20, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-24 02:16:47', u'oe-luowei-china', 60, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-23 23:31:45', u'oe-guofei-china', 50, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-23 22:27:26', u'oe-lichuangcheng-china', 120, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-23 20:11:07', u'oe-zhangyuan-china', -70, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-23 20:10:23', u'oe-lichuangcheng-china', 80, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-23 17:42:39', u'oe-zhangyuan-china', 115, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22012691', u'2016-08-23 15:49:44', u'oe-yangwenting-china', 5, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22006438', u'2016-08-23 13:56:13', u'oe-yanghongsheng-china', 35, u'2016-09-07 22:44:40']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22001662', u'2016-08-25 12:15:02', u'oe-fansongchen-china', 115, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22001662', u'2016-08-25 08:17:05', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22001662', u'2016-08-25 00:36:52', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22001662', u'2016-08-24 03:15:02', u'oe-fansongchen-china', 80, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22001662', u'2016-08-23 22:25:22', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22001662', u'2016-08-23 21:24:55', u'oe-guofei-china', 105, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22001662', u'2016-08-23 15:31:09', u'oe-zhanglianhui-china', 30, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22001662', u'2016-08-23 10:46:13', u'oe-yangwenting-china', 5, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21936022', u'2016-09-01 08:21:00', u'oe-zhanglianhui-china', 40, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21936022', u'2016-08-31 16:30:33', u'oe-yuezhao-china', 30, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21936022', u'2016-08-31 11:23:13', u'oe-guofei-china', 25, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21936022', u'2016-08-31 06:59:04', u'oe-zhanglianhui-china', 200, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21936022', u'2016-08-30 21:00:30', u'oe-YueZhao-china', 20, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21936022', u'2016-08-30 20:28:47', u'oe-YueZhao-china', 30, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21936022', u'2016-08-30 08:58:54', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21936022', u'2016-08-29 20:11:06', u'oe-yuezhao-china', 30, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21936022', u'2016-08-26 10:42:17', u'oe-fansongchen-china', 15, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21936022', u'2016-08-26 00:22:53', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21936022', u'2016-08-25 00:33:55', u'oe-yanghongsheng-china', 20, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21936022', u'2016-08-24 17:01:51', u'oe-JiangShiXun-china', 30, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21936022', u'2016-08-23 00:43:44', u'oe-fansongchen-china', 30, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21936022', u'2016-08-22 23:03:36', u'oe-yuezhao-china', 120, u'2016-09-07 22:44:41']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-29 15:45:46', u'oe-zhangyuan-china', 180, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-29 11:23:21', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-29 08:10:11', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-28 16:26:19', u'oe-luowei-china', 30, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-27 00:32:00', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-26 08:02:06', u'oe-lichuangcheng-china', 25, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-26 00:42:06', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-25 13:25:10', u'oe-lichuangcheng-china', 60, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-25 11:05:14', u'oe-fansongchen-china', 130, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-25 10:13:47', u'oe-QuanZhiYang-china', 120, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-25 00:29:24', u'oe-yanghongsheng-china', 30, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-24 20:51:53', u'oe-zhangyuan-china', 240, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-24 17:17:02', u'oe-zhangyuan-china', 35, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-24 03:15:36', u'oe-fansongchen-china', 45, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-23 23:31:55', u'oe-guofei-china', 40, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-23 20:11:45', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-23 01:38:33', u'oe-fanSongchen-china', 80, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-22 23:55:16', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-22 21:41:10', u'oe-zhangyuan-china', 30, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-22 20:35:37', u'oe-yuezhao-china', 60, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21921310', u'2016-08-22 18:14:13', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21917837', u'2016-08-23 14:24:35', u'oe-zhanglianhui-china', 30, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21917837', u'2016-08-23 09:09:22', u'oe-yanghongsheng-china', 20, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21917837', u'2016-08-22 23:56:48', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21917837', u'2016-08-22 20:05:34', u'oe-guofei-china', 90, u'2016-09-07 22:44:42']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21915984', u'2016-08-26 10:25:01', u'oe-fansongchen-china', 20, u'2016-09-07 22:45:22']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21915984', u'2016-08-24 19:04:20', u'oe-JiangShiXun-china', 10, u'2016-09-07 22:45:22']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21915984', u'2016-08-24 10:41:13', u'oe-yuezhao-china', 30, u'2016-09-07 22:45:22']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21915984', u'2016-08-23 20:12:24', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:45:22']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21915984', u'2016-08-22 21:29:50', u'oe-zhangyuan-china', 20, u'2016-09-07 22:45:22']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21915984', u'2016-08-22 21:18:47', u'oe-zhangyuan-china', 240, u'2016-09-07 22:45:22']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21914016', u'2016-08-25 11:20:45', u'oe-fansongchen-china', 80, u'2016-09-07 22:45:30']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21914016', u'2016-08-25 08:16:17', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:45:30']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21914016', u'2016-08-25 00:18:16', u'oe-yanghongsheng-china', 30, u'2016-09-07 22:45:30']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21914016', u'2016-08-24 02:29:26', u'oe-fansongchen-china', 30, u'2016-09-07 22:45:30']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21914016', u'2016-08-23 20:12:40', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:45:30']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21914016', u'2016-08-23 01:37:20', u'oe-fanSongchen-china', 60, u'2016-09-07 22:45:30']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21914016', u'2016-08-22 21:41:52', u'oe-zhangyuan-china', 30, u'2016-09-07 22:45:30']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21914016', u'2016-08-22 19:30:30', u'oe-yuezhao-china', 150, u'2016-09-07 22:45:30']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21911768', u'2016-08-23 11:49:56', u'oe-zhanglianhui-china', 200, u'2016-09-07 22:45:30']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21911768', u'2016-08-22 23:55:34', u'oe-lichuangcheng-china', 20, u'2016-09-07 22:45:30']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21911768', u'2016-08-22 22:24:00', u'oe-zhangyuan-china', 20, u'2016-09-07 22:45:30']
